ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10000092,HY189866,03/18/2015 07:44:00 PM,047XX W OHIO ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1111,011,28,25,04B,1144606,1903566,2015,02/10/2018 03:50:01 PM,41.891398861,-87.744384567,"(41.891398861, -87.744384567)"
10000094,HY190059,03/18/2015 11:00:00 PM,066XX S MARSHFIELD AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0725,007,15,67,26,1166468,1860715,2015,02/10/2018 03:50:01 PM,41.773371528,-87.665319468,"(41.773371528, -87.665319468)"
10000095,HY190052,03/18/2015 10:45:00 PM,044XX S LAKE PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0222,002,4,39,08B,1185075,1875622,2015,02/10/2018 03:50:01 PM,41.81386068,-87.596642837,"(41.81386068, -87.596642837)"
10000096,HY190054,03/18/2015 10:30:00 PM,051XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0225,002,3,40,08B,1178033,1870804,2015,02/10/2018 03:50:01 PM,41.800802415,-87.622619343,"(41.800802415, -87.622619343)"
10000097,HY189976,03/18/2015 09:00:00 PM,047XX W ADAMS ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1113,011,28,25,03,1144920,1898709,2015,02/10/2018 03:50:01 PM,41.878064761,-87.743354013,"(41.878064761, -87.743354013)"
10000098,HY190032,03/18/2015 10:00:00 PM,049XX S DREXEL BLVD,0460,BATTERY,SIMPLE,APARTMENT,false,false,0223,002,4,39,08B,1183018,1872537,2015,02/10/2018 03:50:01 PM,41.805443345,-87.604283976,"(41.805443345, -87.604283976)"
10000099,HY190047,03/18/2015 11:00:00 PM,070XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0733,007,17,68,08B,1170859,1858210,2015,02/10/2018 03:50:01 PM,41.766402779,-87.649296123,"(41.766402779, -87.649296123)"
10000100,HY189988,03/18/2015 09:35:00 PM,042XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0213,002,3,38,08B,1178746,1876914,2015,02/10/2018 03:50:01 PM,41.817552577,-87.619818523,"(41.817552577, -87.619818523)"
10000101,HY190020,03/18/2015 10:09:00 PM,036XX S WOLCOTT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0912,009,11,59,18,1164279,1880656,2015,02/10/2018 03:50:01 PM,41.828138428,-87.672782106,"(41.828138428, -87.672782106)"
10000104,HY189964,03/18/2015 09:25:00 PM,097XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0511,005,6,49,08B,1179637,1840444,2015,02/10/2018 03:50:01 PM,41.71745472,-87.617663257,"(41.71745472, -87.617663257)"
10000105,HY189984,03/18/2015 09:30:00 PM,130XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0533,005,9,54,14,1180907,1818839,2015,02/10/2018 03:50:01 PM,41.658138493,-87.613672862,"(41.658138493, -87.613672862)"
10000108,HY189719,03/15/2015 04:10:00 PM,078XX S VINCENNES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,CTA GARAGE / OTHER PROPERTY,false,true,0623,006,17,69,26,1175130,1853144,2015,02/10/2018 03:50:01 PM,41.752406801,-87.633792381,"(41.752406801, -87.633792381)"
10000109,HY189966,03/18/2015 09:14:00 PM,086XX S EXCHANGE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,DRIVEWAY - RESIDENTIAL,true,false,0423,004,10,46,15,1197309,1848290,2015,02/10/2018 03:50:01 PM,41.738563465,-87.552678593,"(41.738563465, -87.552678593)"
10000110,HY190056,03/18/2015 10:50:00 PM,014XX S ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1233,012,2,28,08B,1165950,1893388,2015,02/10/2018 03:50:01 PM,41.86304084,-87.666288555,"(41.86304084, -87.666288555)"
10000111,HY190019,03/18/2015 10:31:00 PM,051XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,GAS STATION,true,false,1531,015,37,25,06,1141741,1904839,2015,02/10/2018 03:50:01 PM,41.894945606,-87.754874977,"(41.894945606, -87.754874977)"
10000112,HY189725,03/18/2015 12:55:00 PM,077XX S KINGSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0421,004,7,43,05,1194535,1854110,2015,02/10/2018 03:50:01 PM,41.754602618,-87.562650741,"(41.754602618, -87.562650741)"
10000114,HY190071,03/18/2015 08:00:00 PM,024XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,1423,014,1,24,07,1159959,1910569,2015,02/10/2018 03:50:01 PM,41.910312648,-87.687806494,"(41.910312648, -87.687806494)"
10000115,HY190036,03/18/2015 09:00:00 PM,069XX S LOOMIS BLVD,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,0734,007,17,67,06,1168192,1858832,2015,02/10/2018 03:50:01 PM,41.768167414,-87.659053795,"(41.768167414, -87.659053795)"
10000116,HY190063,03/18/2015 10:56:00 PM,105XX S LAFAYETTE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,true,false,0512,005,34,49,24,1177790,1835106,2015,02/10/2018 03:50:01 PM,41.70284845,-87.624588931,"(41.70284845, -87.624588931)"
10000117,HY190068,03/18/2015 10:45:00 PM,087XX S KIMBARK AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,0412,004,8,48,06,1186312,1847473,2015,02/10/2018 03:50:01 PM,41.736588206,-87.59299436,"(41.736588206, -87.59299436)"
10000118,HY190031,03/18/2015 10:00:00 PM,075XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0411,004,5,43,06,1188123,1855151,2015,02/10/2018 03:50:01 PM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
10581023,HZ329792,09/01/2014 08:00:00 AM,0000X E LAKE ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,true,false,0111,001,42,32,12,,,2014,03/01/2018 03:52:35 PM,,,
10000119,HY190072,03/18/2015 11:55:00 PM,054XX N KENMORE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,OTHER,false,false,2023,020,48,77,03,1168270,1936260,2015,02/10/2018 03:50:01 PM,41.980634157,-87.656529996,"(41.980634157, -87.656529996)"
10000120,HY190073,03/18/2015 11:40:00 PM,078XX S CREGIER AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,0414,004,8,43,04B,1189564,1853354,2015,02/10/2018 03:50:01 PM,41.752648838,-87.580891872,"(41.752648838, -87.580891872)"
10000123,HY189969,03/18/2015 09:44:00 PM,0000X N CENTRAL AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,VEHICLE NON-COMMERCIAL,true,false,1513,015,29,25,15,1139051,1899715,2015,02/10/2018 03:50:01 PM,41.880934043,-87.764879438,"(41.880934043, -87.764879438)"
10000124,HY190060,03/18/2015 11:30:00 PM,024XX S BELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1034,010,25,31,08B,1161687,1887883,2015,02/10/2018 03:50:01 PM,41.848024395,-87.682090877,"(41.848024395, -87.682090877)"
10000126,HY190035,03/18/2015 10:45:00 PM,003XX E 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0232,002,20,40,08B,1179208,1865959,2015,02/10/2018 03:50:01 PM,41.787480544,-87.618458018,"(41.787480544, -87.618458018)"
10000127,HY190027,03/18/2015 10:33:00 PM,091XX S RACINE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2222,022,21,73,08A,1169928,1844242,2015,02/10/2018 03:50:01 PM,41.72809296,-87.653113317,"(41.72809296, -87.653113317)"
10000129,HY190096,03/19/2015 01:20:00 AM,078XX S EMERALD AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0621,006,17,71,08B,1172661,1852870,2015,02/10/2018 03:50:01 PM,41.751709641,-87.642848244,"(41.751709641, -87.642848244)"
10000130,HY190003,03/18/2015 09:59:00 PM,086XX S CARPENTER ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0613,006,21,71,04B,1170826,1847542,2015,02/10/2018 03:50:01 PM,41.737129104,-87.649727762,"(41.737129104, -87.649727762)"
10000131,HY190101,03/19/2015 01:28:00 AM,022XX E 103RD ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0434,004,10,51,26,1192874,1837123,2015,02/10/2018 03:50:01 PM,41.708029389,-87.569290282,"(41.708029389, -87.569290282)"
10000133,HY190085,03/19/2015 12:05:00 AM,057XX S WESTERN AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,0824,008,16,63,03,1161348,1866644,2015,02/10/2018 03:50:01 PM,41.789749112,-87.683924139,"(41.789749112, -87.683924139)"
10000134,HY190091,03/19/2015 12:35:00 AM,041XX W BELMONT AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FACTORY/MANUFACTURING BUILDING,true,false,1731,017,31,16,14,1148335,1920959,2015,02/10/2018 03:50:01 PM,41.939055884,-87.730240399,"(41.939055884, -87.730240399)"
10000135,HY190087,03/19/2015 12:30:00 AM,119XX S HALSTED ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,false,false,0524,005,34,53,03,1173139,1825780,2015,02/10/2018 03:50:01 PM,41.67736022,-87.641893815,"(41.67736022, -87.641893815)"
10000137,HY190051,03/18/2015 10:45:00 PM,064XX S EVANS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,false,0312,003,20,42,14,1182328,1862419,2015,02/10/2018 03:50:01 PM,41.777694703,-87.607128049,"(41.777694703, -87.607128049)"
10000138,HY190094,03/19/2015 12:50:00 AM,022XX S PRINCETON AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,0914,009,25,34,04B,1174557,1889682,2015,02/10/2018 03:50:01 PM,41.852683454,-87.634804012,"(41.852683454, -87.634804012)"
10000139,HY190098,03/19/2015 01:15:00 AM,035XX W CERMAK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1024,010,22,30,18,1153173,1889153,2015,02/10/2018 03:50:01 PM,41.85168235,-87.713304129,"(41.85168235, -87.713304129)"
10000142,HY190058,03/18/2015 11:35:00 PM,095XX S MERRION AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0431,004,7,51,02,1192651,1842233,2015,02/10/2018 03:50:01 PM,41.722057171,-87.569940988,"(41.722057171, -87.569940988)"
10000143,HY190100,03/19/2015 02:00:00 AM,066XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0321,003,5,42,08B,1184029,1861269,2015,02/10/2018 03:50:01 PM,41.774499411,-87.600928136,"(41.774499411, -87.600928136)"
10000145,HY190099,03/19/2015 01:19:00 AM,080XX S NORMAL AVE,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,SIDEWALK,true,false,0621,006,21,44,24,1174359,1851606,2015,02/10/2018 03:50:01 PM,41.748203504,-87.636663391,"(41.748203504, -87.636663391)"
10000146,HY190103,03/19/2015 01:50:00 AM,075XX S DOBSON AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0624,006,8,69,03,1184528,1855208,2015,02/10/2018 03:50:01 PM,41.757855777,-87.599288522,"(41.757855777, -87.599288522)"
10000147,HY190102,03/19/2015 01:00:00 AM,078XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0421,004,7,43,08B,1197041,1853462,2015,02/10/2018 03:50:01 PM,41.752762491,-87.553488733,"(41.752762491, -87.553488733)"
10000148,HY190122,03/19/2015 02:45:00 AM,001XX S SPRINGFIELD AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,1122,011,28,26,18,1150409,1899258,2015,02/10/2018 03:50:01 PM,41.87946597,-87.72318519,"(41.87946597, -87.72318519)"
10000149,HY190082,03/19/2015 12:15:00 AM,019XX N HOYNE AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1434,014,32,22,08B,1162044,1913082,2015,02/10/2018 03:50:01 PM,41.917165184,-87.680076699,"(41.917165184, -87.680076699)"
10000151,HY190115,03/19/2015 02:26:00 AM,029XX N DAWSON AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,false,false,1412,014,35,21,09,1153483,1919503,2015,02/10/2018 03:50:01 PM,41.934959567,-87.711358856,"(41.934959567, -87.711358856)"
10000153,HY189345,03/18/2015 12:20:00 PM,091XX S UNIVERSITY AVE,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",true,false,0413,004,8,47,04B,1185475,1844606,2015,02/10/2018 03:50:01 PM,41.728740563,-87.596150779,"(41.728740563, -87.596150779)"
10000155,HY190125,03/19/2015 02:30:00 AM,008XX E 65TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0312,003,20,42,08B,1183157,1862099,2015,02/10/2018 03:50:01 PM,41.776797342,-87.604098905,"(41.776797342, -87.604098905)"
10000158,HY190061,03/18/2015 11:20:00 PM,060XX S AUSTIN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,false,false,0812,008,23,64,14,1137437,1863806,2015,02/10/2018 03:50:01 PM,41.782423303,-87.771668137,"(41.782423303, -87.771668137)"
10000159,HY190043,03/18/2015 11:00:00 PM,057XX N KENMORE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,2022,020,48,77,04B,1168207,1938358,2015,02/10/2018 03:50:01 PM,41.986392486,-87.656700734,"(41.986392486, -87.656700734)"
10000160,HY190116,03/18/2015 03:00:00 PM,068XX S DANTE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0332,003,5,43,04B,1187137,1860030,2015,02/10/2018 03:50:01 PM,41.771026291,-87.589574167,"(41.771026291, -87.589574167)"
10000161,HY190135,03/18/2015 04:00:00 AM,066XX S JEFFERY DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0331,003,5,42,07,1190931,1861403,2015,02/10/2018 03:50:01 PM,41.774703033,-87.575622642,"(41.774703033, -87.575622642)"
10000163,HY190083,03/18/2015 11:46:00 PM,083XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0412,004,8,45,18,1188253,1850180,2015,02/10/2018 03:50:01 PM,41.743970443,-87.585797123,"(41.743970443, -87.585797123)"
10000164,HY190123,03/19/2015 02:55:00 AM,031XX W 44TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,0922,009,14,58,14,1156338,1875302,2015,02/10/2018 03:50:01 PM,41.813610224,-87.702061305,"(41.813610224, -87.702061305)"
10000166,HY190133,03/19/2015 03:00:00 AM,014XX E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0332,003,5,43,08B,1186981,1858867,2015,02/10/2018 03:50:01 PM,41.767838617,-87.590182832,"(41.767838617, -87.590182832)"
10000169,HY190064,03/12/2015 10:00:00 AM,007XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1524,015,37,25,08A,1138890,1904410,2015,02/10/2018 03:50:01 PM,41.893820645,-87.765356519,"(41.893820645, -87.765356519)"
10000170,HY190136,03/19/2015 03:51:00 AM,002XX N MAYFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1512,015,29,25,08B,1137120,1901058,2015,02/10/2018 03:50:01 PM,41.884654292,-87.771937787,"(41.884654292, -87.771937787)"
10000171,HY190088,03/18/2015 02:30:00 PM,020XX N CLARK ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,false,false,1814,018,43,7,02,1173852,1913957,2015,02/10/2018 03:50:01 PM,41.919311217,-87.636668238,"(41.919311217, -87.636668238)"
10000172,HY190131,03/19/2015 01:30:00 AM,072XX S CONSTANCE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0324,003,5,43,05,1189623,1857463,2015,02/10/2018 03:50:01 PM,41.763922875,-87.5805439,"(41.763922875, -87.5805439)"
10000173,HY190120,03/19/2015 02:35:00 AM,075XX S DANTE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,false,0411,004,5,43,04A,1187181,1855264,2015,02/10/2018 03:50:01 PM,41.757946916,-87.589563944,"(41.757946916, -87.589563944)"
10000176,HY190142,03/19/2015 04:00:00 AM,069XX W ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DRUG STORE,false,false,0811,008,23,56,14,1131121,1867291,2015,02/10/2018 03:50:01 PM,41.79209768,-87.794744914,"(41.79209768, -87.794744914)"
10000178,HY190144,03/19/2015 03:34:00 AM,009XX W 75TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,VEHICLE NON-COMMERCIAL,true,false,0733,007,17,68,26,1171162,1855268,2015,02/10/2018 03:50:01 PM,41.758322944,-87.648271397,"(41.758322944, -87.648271397)"
10000179,HY190111,03/19/2015 02:05:00 AM,051XX W CHICAGO AVE,0460,BATTERY,SIMPLE,GAS STATION,true,false,1531,015,37,25,08B,1141741,1904839,2015,02/10/2018 03:50:01 PM,41.894945606,-87.754874977,"(41.894945606, -87.754874977)"
10000180,HY190143,03/19/2015 04:29:00 AM,044XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,1623,016,45,15,14,1141634,1928858,2015,02/10/2018 03:50:01 PM,41.96085819,-87.754672619,"(41.96085819, -87.754672619)"
10000182,HY190084,03/18/2015 11:35:00 PM,023XX W 47TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0924,009,12,61,03,1161542,1873450,2015,02/10/2018 03:50:01 PM,41.808421621,-87.683023997,"(41.808421621, -87.683023997)"
10000184,HY190139,03/19/2015 03:11:00 AM,045XX W DEMING PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,true,false,2521,025,31,20,05,1145724,1916657,2015,02/10/2018 03:50:01 PM,41.927300801,-87.739946037,"(41.927300801, -87.739946037)"
10000185,HY190119,03/19/2015 02:31:00 AM,037XX W CHICAGO AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1112,011,27,23,04B,1151389,1905083,2015,02/10/2018 03:50:01 PM,41.895431204,-87.71943374,"(41.895431204, -87.71943374)"
10000186,HY190093,03/19/2015 12:09:00 AM,0000X W OAK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1832,018,42,8,15,1175558,1907139,2015,02/10/2018 03:50:01 PM,41.90056412,-87.630605473,"(41.90056412, -87.630605473)"
10000188,HY190076,03/19/2015 12:01:00 AM,004XX W 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0732,007,6,68,08B,1174724,1858517,2015,02/10/2018 03:50:01 PM,41.767160003,-87.635120381,"(41.767160003, -87.635120381)"
10000190,HY190026,03/18/2015 10:30:00 PM,035XX W CARROLL AVE,0810,THEFT,OVER $500,OTHER,false,true,1123,011,28,27,06,1152754,1902171,2015,02/10/2018 03:50:01 PM,41.887413474,-87.714497528,"(41.887413474, -87.714497528)"
10000191,HY190013,03/18/2015 10:15:00 PM,038XX S WOOD ST,1020,ARSON,BY FIRE,STREET,false,false,0912,009,11,59,09,1164984,1879229,2015,02/10/2018 03:50:01 PM,41.824207682,-87.670235939,"(41.824207682, -87.670235939)"
10000194,HY190147,03/19/2015 04:38:00 AM,033XX W DIVERSEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1412,014,35,22,08B,1153733,1918424,2015,02/10/2018 03:50:01 PM,41.931993727,-87.710468903,"(41.931993727, -87.710468903)"
10000196,HY190106,03/19/2015 12:30:00 AM,107XX S HALSTED ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,2233,022,34,75,04B,1172884,1833731,2015,02/10/2018 03:50:01 PM,41.699184632,-87.642593834,"(41.699184632, -87.642593834)"
10000197,HY190067,03/18/2015 11:20:00 PM,046XX S INDIANA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0215,002,3,38,04B,1178377,1874403,2015,02/10/2018 03:50:01 PM,41.81067058,-87.621248438,"(41.81067058, -87.621248438)"
10000199,HY190149,03/19/2015 02:00:00 AM,039XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1712,017,39,14,06,1149072,1931603,2015,02/10/2018 03:50:01 PM,41.968249578,-87.727255053,"(41.968249578, -87.727255053)"
10000200,HY189240,03/10/2015 08:00:00 AM,002XX E PERSHING RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"SCHOOL, PUBLIC, BUILDING",false,false,0212,002,3,35,26,1178744,1879190,2015,02/10/2018 03:50:01 PM,41.823798151,-87.619756522,"(41.823798151, -87.619756522)"
10000201,HY190159,03/18/2015 08:00:00 PM,082XX S MOZART ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0835,008,18,70,06,1158810,1849882,2015,02/10/2018 03:50:01 PM,41.743803922,-87.693687357,"(41.743803922, -87.693687357)"
10000202,HY190090,03/19/2015 12:35:00 AM,052XX S CORNELL AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0234,002,4,41,03,1188049,1870822,2015,02/10/2018 03:50:01 PM,41.80061868,-87.585887262,"(41.80061868, -87.585887262)"
10000203,HY190151,03/19/2015 01:00:00 AM,020XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2525,025,30,20,14,1149380,1913410,2015,02/10/2018 03:50:01 PM,41.918320523,-87.726596048,"(41.918320523, -87.726596048)"
10000204,HY190086,03/18/2015 05:00:00 PM,001XX W RANDOLPH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0122,001,42,32,08A,1174851,1901269,2015,02/10/2018 03:50:01 PM,41.884472382,-87.633378182,"(41.884472382, -87.633378182)"
10000205,HY190141,03/18/2015 05:30:00 PM,057XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0232,002,20,40,07,1178578,1867009,2015,02/10/2018 03:50:01 PM,41.790376197,-87.620736031,"(41.790376197, -87.620736031)"
10000207,HY189272,03/18/2015 12:20:00 PM,077XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0414,004,7,43,08B,1193210,1854136,2015,02/10/2018 03:50:01 PM,41.754706432,-87.567505523,"(41.754706432, -87.567505523)"
10000208,HY190156,03/19/2015 05:30:00 AM,048XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0815,008,14,57,08B,1149512,1872176,2015,02/10/2018 03:50:01 PM,41.805166896,-87.727180679,"(41.805166896, -87.727180679)"
10000209,HY189415,03/17/2015 12:00:00 PM,014XX W 77TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,0612,006,17,71,06,1168120,1853688,2015,02/10/2018 03:50:01 PM,41.754053145,-87.659465414,"(41.754053145, -87.659465414)"
10000211,HY189397,03/18/2015 01:45:00 PM,017XX N ASHLAND AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,1433,014,32,24,08A,1165406,1911675,2015,02/10/2018 03:50:01 PM,41.913233349,-87.66776484,"(41.913233349, -87.66776484)"
10000212,HY189315,03/18/2015 12:50:00 PM,015XX W 80TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0612,006,21,71,08B,1167549,1851682,2015,02/10/2018 03:50:01 PM,41.748560656,-87.661615335,"(41.748560656, -87.661615335)"
10000216,HY189182,03/17/2015 07:30:00 PM,033XX W FULLERTON AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1413,014,35,22,06,1153474,1915753,2015,02/10/2018 03:50:01 PM,41.924669446,-87.711491883,"(41.924669446, -87.711491883)"
10000219,HY190166,03/18/2015 07:00:00 PM,009XX S WABASH AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0123,001,2,32,06,1176929,1896154,2015,02/10/2018 03:50:01 PM,41.870389764,-87.625902397,"(41.870389764, -87.625902397)"
10000220,HY190152,03/19/2015 05:00:00 AM,036XX W 60TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0823,008,13,65,07,1153203,1864251,2015,02/10/2018 03:50:01 PM,41.783347308,-87.713852929,"(41.783347308, -87.713852929)"
10000227,HY190155,03/19/2015 04:52:00 AM,035XX S WASHTENAW AVE,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,0911,009,12,58,05,1158945,1880891,2015,02/10/2018 03:50:01 PM,41.828894171,-87.692345655,"(41.828894171, -87.692345655)"
10000233,HY189165,03/18/2015 10:45:00 AM,042XX W MADISON ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,1115,011,28,26,08B,1148070,1899674,2015,02/10/2018 03:50:01 PM,41.88065283,-87.731763004,"(41.88065283, -87.731763004)"
10000234,HY190158,03/19/2015 05:50:00 AM,033XX W MAYPOLE AVE,0820,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,false,false,1123,011,28,27,06,1154061,1900783,2015,02/10/2018 03:50:01 PM,41.883578698,-87.709734846,"(41.883578698, -87.709734846)"
10000239,HY189270,03/11/2015 12:01:00 AM,044XX W CONGRESS PKWY,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,1131,011,24,26,05,1146931,1897323,2015,02/10/2018 03:50:01 PM,41.874223242,-87.736005434,"(41.874223242, -87.736005434)"
10000241,HY188049,03/15/2015 08:45:00 PM,014XX N HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2535,025,30,23,14,1149786,1909239,2015,02/10/2018 03:50:01 PM,41.90686701,-87.725213018,"(41.90686701, -87.725213018)"
10000257,HY190157,03/19/2015 05:20:00 AM,078XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,0624,006,6,69,06,1182925,1853122,2015,02/10/2018 03:50:01 PM,41.75216896,-87.605227966,"(41.75216896, -87.605227966)"
10000258,HY189245,03/13/2015 03:00:00 PM,078XX S BURNHAM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0421,004,7,43,26,1196083,1853483,2015,02/10/2018 03:50:01 PM,41.752843891,-87.556998643,"(41.752843891, -87.556998643)"
10000267,HY190175,03/19/2015 07:05:00 AM,069XX S TALMAN AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0831,008,18,66,18,1159903,1858628,2015,02/10/2018 03:50:01 PM,41.76778191,-87.689442638,"(41.76778191, -87.689442638)"
